artists_id,danceability
[210991],-255932.9998371571
[210991],-225506.9998654175
[210991],-335466.99965617084
[210991],-215492.99986852665
[210991],-271332.9999075611
[210991],-230200.00013006717
[210991],-256026.99986752865
[210991],-254026.99973372344
[210991],-221133.00004288225
[210991],-325573.0001628596
[210991],-245399.99984423112
[210991],-207906.99999696712
[210991],-221626.99998506915
[210991],-224147.0000860077
[210991],-276092.9998974664
[210991],-207732.99996081463
[210991],-254039.9996050323
[210991],-242012.9998459913
[210991],-207466.99942265305
[210991],-236399.9995580085
[210991],-212439.99987946177
[210991],-193932.9999016811
[210991],-268027.00003922416
[210991],-306306.9998849914
[210991],-255879.99970234509
[210991],-247040.00004709786
[210991],-280199.9995863825
[169088],-288399.9996437319
[169088],-245572.9997400305
[169088],-347599.9997132527
[169088],-251199.99971383356
[741512],-257919.99960366572
[180263],-273306.99955080583
[180263],-150145.9996066159
[180263],-252346.99954442598
[180263],-171866.99955783412
[180263],-140785.99962159674
[180263],-172705.9995199655
[180263],-273306.9996686602
[180263],-286839.9995561679
[180263],-263732.99957627006
[180263],-237866.99972073623
[800695],-193146.9998878559
[800695],-183999.99991345024
[546735],-155972.99983861827
[546735],-217728.99953736874
[546735],-180452.99976971035
[546735],-203666.99935022384
[546735],-194292.9996911383
[546735],-159866.99959289687
[546735],-158599.9996523275
[161351],-549932.9996634205
[161351],-283626.99995589576
[161351],-388466.99960783176
[161351],-361639.99950060423
[161351],-227199.9997755226
[161351],-407039.9995208765
[161351],-467799.9997761899
[161351],-356732.9995940409
[161351],-417226.9996222769
[540883],-373266.9997235907
[540883],-219932.99976973594
[540883],-183026.99965117814
[540883],-222732.99984799157
[540883],-267066.99970427627
[540883],-191826.99940739668
[540883],-263572.9995483628
[540883],-185572.99972355136
[540883],-231559.99937712966
[540883],-250452.99978689817
[540883],-197012.9996377475
[540883],-86426.99985673979
[540883],-297226.9999366562
[540883],-334373.00000104716
[540883],-206172.99946192114
[540883],-300586.9996636622
[540883],-283212.99972927145
[540883],-299426.9999039275
[540883],-201612.9997013334
[540883],-246252.99926471405
[540883],-618292.9998678446
[540883],-182586.99967624317
[540883],-221172.9994257374
[540883],-265692.9997707091
[540883],-356066.99995702604
[540883],-273479.9999524481
[540883],-405600.000075326
[540883],-354879.99993092165
[540883],-228586.99990840213
[540883],-268212.9996718842
[540883],-536067.0002586758
[540883],-335999.99994796945
[540883],-283732.9999680217
[540883],-182732.99976435123
[540883],-462092.9998093764
[540883],-343639.9997606882
[540883],-373266.9998323794
[540883],-202692.99962546636
[540883],-219932.99987852463
[540883],-263572.9996571515
[540883],-354399.99978587776
[540883],-191359.9996902
[540883],-563893.0000490155
[540883],-231559.99947685262
[540883],-197012.99973747047
[540883],-206172.9995616441
[540883],-196226.9995896801
[540883],-368599.99962113274
[540883],-261372.99971759875
[540883],-259907.00016971634
[540883],-192666.99974016997
[540883],-298159.9997478806
[540883],-613799.9997513863
[540883],-522092.9997902133
[540883],-202039.9999303758
[540883],-287906.9996868313
[540883],-318360.0000080844
[540883],-248839.99980744132
[540883],-182132.9999041364
[540883],-305799.99980603
[540883],-234906.99968409535
[540883],-273066.99966790335
[540883],-341306.99951592594
[540883],-202999.99938287723
[540883],-284266.99976926466
[540883],-246372.99969736094
[540883],-302332.9996159555
[540883],-257572.99968093072
[540883],-273479.99969860783
[540883],-228586.99978148198
[540883],-202692.99955294054
[540883],-356066.99967598857
[540883],-235199.99943585493
[540883],-424492.9999441467
[540883],-326666.99973901786
[540883],-319372.9999720262
[540883],-405599.99981242
[540883],-268212.999544964
[540883],-156132.99980996602
[540883],-143106.99979199553
[540883],-86999.99939565713
[540883],-158359.99945183122
[540883],-200599.99968550543
[540883],-160799.99982621614
[540883],-248492.99964766408
[540883],-455559.99986558704
[575051],-173652.99938521514
[575051],-160639.99947055997
[575051],-154359.99946040835
[575051],-121705.99961852861
[575051],-127799.99942395696
[575051],-176439.99946735552
[575051],-119546.99954009081
[575051],-203946.99963151547
[575051],-132706.99966996934
[575051],-144079.99969238098
[575051],-119559.99915962167
[575051],-159706.99948887262
[575051],-134839.99941955175
[575051],-153506.99977238293
[575051],-153452.99972401044
[575051],-176439.999639106
[575051],-167479.9995243286
[575051],-110412.99982075892
[575051],-134839.99956231285
[575051],-119106.99968113196
[575051],-115930.99980784027
[575051],-194132.9997487937
[575051],-149732.99955538334
[575051],-119572.99943875047
[575051],-191506.99955628053
[575051],-167999.9994132374
[575051],-153332.99955460502
[575051],-115239.9994457299
[575051],-122226.9996703343
[575051],-179972.99917267624
"[276085, 187478, 45313, 78802, 773407, 829643]",-167426.99958961905
"[276085, 187478, 45313, 78802, 773407, 829643]",-139826.99969411694
"[276085, 187478, 45313, 78802, 773407, 829643]",-182276.99946662295
"[276085, 187478, 45313, 78802, 773407, 829643]",-239443.9996555482
"[276085, 187478, 45313, 78802, 773407, 829643]",-223946.99964364746
"[276085, 187478, 45313, 78802, 773407]",-270172.99953680823
"[276085, 187478, 45313, 78802, 773407]",-210826.9998208682
"[276085, 187478, 45313, 78802, 773407]",-230852.99930065277
[276085],-156732.99975730083
[276085],-174092.99960490735
[276085],-133906.99918245187
[276085],-155132.99941608636
[276085],-191639.9994670824
[276085],-168106.99954556965
[276085],-161159.99949244695
[276085],-176759.99958268297
[276085],-154532.99952070878
[276085],-231932.99970328275
[276085],-170866.99941445998
[276085],-188399.99972666154
[276085],-163026.99979541797
[276085],-176572.99989970718
[276085],-169999.9998310289
[276085],-149400.00002455682
[276085],-173706.99945752317
[276085],-173532.99950315876
[276085],-172826.99971861823
[276085],-172626.99967441682
[276085],-147399.99980124962
[276085],-178732.99950336965
[276085],-175466.99953916273
[276085],-169999.99947139045
[276085],-171506.99944591767
[276085],-135599.99970782787
[276085],-180959.9996315808
[276085],-207332.99980950798
[276085],-156959.99982106462
[276085],-146866.99961544876
[276085],-139759.99955076992
[276085],-146172.99966987202
[276085],-186732.99946956837
[276085],-159399.99954272332
[276085],-150932.999597424
[276085],-168292.9994398823
[276085],-179399.99921755848
[276085],-155359.99965764696
[276085],-165906.99951545038
[276085],-134172.9995505856
[276085],-178332.99954660214
[276085],-165066.99948339877
[109012],-540799.999545439
[808003],-221424.99946028195
[808003],-236106.99945556742
[808003],-182612.99927492504
[806829],-325290.99963856436
[806829],-307799.99963620544
[806829],-232265.9995398427
[806829],-64639.99978753943
[806829],-497759.99919953814
[806829],-243663.99954072543
[806829],-307732.99929225614
[806829],-238106.99980444153
[806829],-648506.9997209087
[806829],-214532.9994985118
[806829],-244666.99934191754
[806829],-260570.99975620373
[806829],-181226.99957493972
[806829],-355172.9991989352
[806829],-286999.99987281143
[806829],-214424.99948479419
[806829],-212023.99958894166
[806829],-421999.99938688823
[806829],-211036.99970073102
[806829],-500266.99922854995
[806829],-287000.0001357174
[806829],-242720.0000840782
[806829],-213292.99993414665
[806829],-254839.99981615398
[806829],-254106.99973509368
[806829],-214706.99994031485
[806829],-376479.99975646887
[806829],-259666.99986376794
[806829],-180999.99974193485
[806829],-231852.99993885745
[806829],-391066.9999305461
[806829],-442399.99991640047
[806829],-225239.9997711136
[806829],-646639.9997039989
[806829],-181132.99970697713
[806829],-185159.99969006938
[806829],-270532.9993133167
[370703],-138426.99976508232
[370703],-256492.99996399265
[370703],-179466.9999089711
[370703],-277692.9997090041
[370703],-225106.99941171412
[370703],-138532.9998000661
[370703],-208426.99976297162
[370703],-189092.9994451549
[771419],-287865.9995695154
[771419],-273426.99992790486
[771419],-195252.99948399354
[771419],-241572.99952392714
[771419],-280866.99955713656
[771419],-274972.99982081435
[635822],-225199.99964206165
[259561],-173786.99950471785
[825208],-159101.9991465365
[825208],-150901.99935618404
[825208],-270999.99933727673
[825208],-225492.9995859597
[825208],-173688.99946898257
[825208],-253392.999461168
[825208],-179279.9994806466
[825208],-191759.99925536432
[825208],-235906.99965223056
[825208],-107585.999489375
[825208],-284403.99953066325
[825208],-179106.9992950793
[825208],-188706.99954898257
[825208],-210866.9998317516
[825208],-184466.99909123822
[825208],-179732.99955989455
[825208],-240079.99970142517
[825208],-266756.9996593534
[825208],-235808.99941625193
[825208],-263317.99911883095
[825208],-201732.9999306443
[825208],-210151.99942616018
[825208],-292678.99912761926
[825208],-238972.9999216347
[231397],-282826.9993521898
[231397],-317732.9999465471
[231397],-222506.99929344453
[231397],-255132.99981384372
[231397],-223972.9994937333
[231397],-222946.9999535289
[674600],-389199.99968503666
[674600],-282079.9995938577
[674600],-225826.99968489172
[674600],-595199.9995320862
[674600],-239959.99966967665
[674600],-310692.9997424384
[674600],-428132.99976460333
[674600],-228986.9997326186
[674600],-354932.9995319789
[674600],-340506.9995583118
[674600],-387199.99954601016
[293391],-347692.99960088794
[293391],-253226.99958981283
[377581],-301599.9994843492
[377581],-204306.9996060618
[407331],-300732.9999194483
[407331],-317399.9996687053
[407331],-339972.99960031896
[515251],-124359.9997460897
[935117],-243266.99986557142
[324646],-178226.99946974334
[324646],-225572.99953883662
[888394],-331759.99957694963
[888394],-238692.99959700854
[461698],-205386.99962097642
[461698],-229146.99955182298
[461698],-135972.99992857248
[461698],-188746.99958671656
"[894831, 758194]",-310830.9997832669
[894831],-323407.99938486464
[894831],-296390.9993406282
[894831],-330292.9997767557
[894831],-318391.99989888194
[894831],-309358.99983102386
[894831],-273402.99982091034
[894831],-282981.99972416286
[894831],-278871.99955852964
[894831],-216421.9999457286
[894831],-278908.9994060025
[894831],-307280.99975215265
[894831],-351805.99982225994
[894831],-221919.99983988414
[894831],-298433.99974503706
[14263],-291456.9997546285
[13101],-289279.99958424666
[13101],-530799.9998917584
[350139],-224852.99950705556
[350139],-186432.99960044154
[350139],-232533.00014353843
[350139],-200199.99960906757
[350139],-233279.9999959686
[350139],-198360.00006222783
[350139],-170212.99991047982
[391398],-443532.9995832689
[391398],-240399.99950360326
[391398],-304692.99977333075
[391398],-231799.9997902249
[309458],-142892.99962965597
[309458],-171439.99947150366
[309458],-153092.99962561173
[309458],-145866.99937887685
[309458],-144359.9994148146
[309458],-144866.99947039725
[309458],-145932.99953915394
[309458],-170412.99936826678
[309458],-108772.99938337495
[309458],-142759.99955114635
[309458],-156892.99934205794
[309458],-262399.9996808743
[309458],-159692.99922629807
[309458],-139479.99930842954
[309458],-118892.9996722131
[5056],-167492.9995089492
[5056],-158332.99947816916
[5056],-184626.99959139279
[5056],-188599.99951721056
[5056],-117959.9997560485
[5056],-158132.99951815416
[5056],-234959.99956927894
[5056],-165599.99970758232
[5056],-188372.99973611414
[5056],-185266.9995701181
[5056],-190132.99955547068
[5056],-186932.9995225199
[5056],-127492.9997275903
[5056],-161706.99976439247
[5056],-270372.9996803955
[5056],-174412.99970237585
[5056],-244119.99941786425
[5056],-258066.99963487784
[5056],-167466.99967399935
[5056],-167066.99959975597
[5056],-180959.9995124154
[5056],-194879.99949716855
[5056],-147546.99952831704
[5056],-201172.9995694849
[5056],-257506.99940153144
[5056],-191759.99962218164
[5056],-159467.00002705446
[5056],-146692.99979039858
[5056],-166066.99971959714
[5056],-235239.99965554787
[5056],-186026.999649514
[5056],-223172.99944727877
[5056],-270839.9997744839
[5056],-143092.9997037773
[5056],-136519.99996786122
[5056],-161306.99989287602
[5056],-177626.99964418748
[5056],-143399.99978920456
[5056],-112199.99981266855
[5056],-196879.99982837765
[5056],-107132.9992810707
[5056],-191532.99969158717
[5056],-196452.99950555316
[5056],-198532.99962347554
[5056],-201932.9997098144
[5056],-165439.99965088133
[5056],-197332.9996079042
[5056],-181719.99936115567
[5056],-183626.99968480918
[756180],-278906.9997426321
[756180],-271092.99986072886
[756180],-233959.99917512934
[756180],-257399.9997314011
[756180],-150146.99967207943
[756180],-406372.99981230893
[756180],-232932.99974223014
[756180],-333386.9997823798
[756180],-280039.9997941384
[756180],-323132.99961168936
[756180],-154266.99974357508
[756180],-379999.99981436215
[756180],-251959.99963066826
[756180],-283546.9997253832
[756180],-334959.99999501114
[756180],-302626.99968012417
[756180],-280039.9999754529
[756180],-278880.0000183767
[756180],-227652.99973196705
[756180],-157732.9999799104
[756180],-316492.9997024946
[756180],-391199.99979987316
[23202],-301439.999638317
[23202],-314132.9999059914
[23202],-196826.9996975816
[755745],-115906.99960812532
[17877],-193932.9998846855
[17877],-210466.99995094095
[17877],-276532.99993127474
[17877],-261359.9995193991
[17877],-234639.99983592267
[489209],-118692.99950975784
[489209],-188599.99966386711
[489209],-293866.9995539167
[489209],-196919.9994876256
[489209],-189092.99938883787
[766385],-215066.99965408494
[766385],-198999.9992487765
[766385],-186999.99923301284
[766385],-188812.99967206857
[766385],-174399.99965781093
[766385],-140732.99933307574
[766385],-166799.9992745723
[766385],-178839.99935957394
[766385],-198932.99966513357
[766385],-196906.99971646676
[766385],-243799.999415976
[766385],-153132.99968527627
[766385],-167959.99978234843
[766385],-179826.99958715882
[766385],-216959.99958527085
[766385],-179026.99960668405
[766385],-199999.99945608585
[766385],-151866.99958296702
[766385],-179866.99949625126
[766385],-165626.99966642677
[766385],-217599.9994303212
[766385],-244666.9993970977
[766385],-186239.99922890222
[766385],-219826.99946867733
[766385],-231692.99940622284
[766385],-217439.99951394554
"[609966, 198162]",-163311.9993225476
[609966],-143608.999521395
[609966],-174689.99933454092
[71970],-498332.9997199878
[71970],-165132.99967820116
[71970],-167666.9996427472
[71970],-187639.99941127002
[71970],-191666.99936690717
[71970],-187559.99984459212
[71970],-211799.99977522742
[71970],-601132.9996201235
[71970],-505172.99970705
[104455],-181706.99960538125
[104455],-104732.99976015695
[104455],-162159.99985727287
[104455],-162159.9996571379
[52900],-154466.99917882984
[52900],-166492.99964148752
[52900],-159759.99977433973
[52900],-119306.9996819543
[52900],-155159.9996328154
[52900],-161226.99949653115
[52900],-173866.99982616364
[52900],-115106.99961958443
[52900],-179332.99951113827
[52900],-171679.99946403032
[52900],-180799.99961493566
[52900],-161106.9994991489
[52900],-109999.99937396453
[52900],-148239.99934456416
[52900],-167666.99947054186
[52900],-147132.99945693763
[52900],-161746.99949008267
[52900],-152346.99938028475
[52900],-192092.9991559774
[52900],-142039.999308481
[52900],-172626.99939999095
[52900],-125826.99983649552
[52900],-160306.99997371127
[52900],-139092.99990315177
[52900],-146399.99966581346
[52900],-119372.99968524123
[52900],-155172.9998887944
[52900],-153999.99983940044
[52900],-214212.99980847212
[52900],-114426.99942514229
[52900],-124799.99947860344
[52900],-161306.99975333925
[52900],-156306.9998403742
[52900],-137399.99960534414
[52900],-118452.99952255812
[52900],-139052.99957587733
[52900],-131039.9996429652
[52900],-170466.9995314628
[52900],-146639.9994465848
[52900],-243599.99972455332
[52900],-146999.99973602037
[52900],-139799.99970163373
[52900],-130599.99904470776
[52900],-213012.9996210807
[52900],-120132.99956782916
[892771],-172239.9995952713
[892771],-380159.9995327629
[892771],-340946.9996432067
[892771],-333132.99954503286
[892771],-577066.9994744529
[892771],-376466.9995711261
[892771],-415332.99969548313
[892771],-318066.999736911
[892771],-246426.99943315287
[892771],-536266.9993706112
[892771],-366292.99938381213
[892771],-181932.99973454318
[892771],-366372.9994741967
[892771],-236466.99941908527
[892771],-255732.9996969478
[892771],-395999.99946283235
[892771],-250799.99966302945
[892771],-226106.99944440761
[892771],-198732.99955834006
[892771],-178399.99994218137
[892771],-186092.99979683073
[892771],-409932.9997264813
[892771],-198706.99979200747
[892771],-281199.9998925331
[892771],-439866.99991163483
[892771],-366226.9994699057
[892771],-318253.00002887676
[892771],-413066.9996367877
[892771],-256239.9998077508
[892771],-333452.9994034565
[892771],-178359.99968825726
[892771],-376772.99970850203
[892771],-184106.99967742007
[892771],-377066.999691324
[892771],-414772.99980001384
[892771],-325386.99985021667
[892771],-250666.99978130695
[892771],-251746.99952924353
[892771],-286626.99956231896
[892771],-281199.9998470857
[892771],-217866.9993130982
[892771],-299386.9996188421
[892771],-240986.99966576704
[892771],-178199.99968656054
[892771],-414892.99975721363
[892771],-221599.99965126856
[892771],-439199.99974007
[892771],-333399.99958674517
[892771],-395132.99954234593
[892771],-381012.9995737956
[892771],-299932.9996219875
[892771],-311106.99960357917
[892771],-583372.9996021417
[892771],-198706.99980099703
[486115],-159226.99965340694
[773666],-140132.9999132201
[773666],-130279.99986586958
[773666],-191359.99989790062
[773666],-203826.9996773833
[498961],-280066.9998077669
[498961],-216039.99954512776
[498961],-244586.99955810816
[498961],-263572.9999081921
[498961],-261266.99979768318
[498961],-279999.99989681307
[498961],-259906.9996805255
[498961],-236266.9997195463
[593129],-216586.99943258768
[218473],-253146.9995026909
[218473],-239452.99980410497
"[692100, 332257]",-305772.99967794656
[897382],-233212.9998321624
[897382],-275519.9994537639
[897382],-209106.9994207798
[897382],-240879.99990075806
[897382],-309666.9996617476
[428725],-263162.9998048538
[501537],-179066.9998700577
[501537],-219079.99952824623
[501537],-201292.9994527313
[501537],-184426.99998539133
[501537],-235106.99942543672
[501537],-206706.99979163156
[331323],-199679.99951317903
[331323],-194092.99953765015
[331323],-223612.99959854461
[331323],-210012.99944784137
[331323],-198759.99961498275
[331323],-229866.9997520574
[331323],-215839.99964684143
[331323],-195892.99970223464
[1585751],-239172.99999161926
[1585751],-150506.99976446872
[457692],-173532.99950725393
[457692],-273132.9992427046
[575335],-146826.99983442007
[575335],-191306.9996928998
[328201],-312612.9997128168
[328201],-308986.9996016288
[328201],-217292.99975776018
[328201],-284612.9996916481
[480984],-226999.99942339526
[480984],-149506.999869016
[792190],-160508.99953848877
[790988],-206172.99993574436
[790988],-195092.99982491112
[790988],-145639.99972357496
[790988],-195866.99985749112
[790988],-191359.99947659828
[790988],-243999.99928185472
[790988],-179239.9994634046
[790988],-345959.9998366105
[790988],-202732.99932485315
[790988],-292599.99978532654
[790988],-268772.9997377034
[790988],-272666.99972567934
[790988],-176212.9996406545
[790988],-196532.999677912
[790988],-263226.9997264093
[790988],-224599.99966209524
[790988],-186266.9997666638
[790988],-173999.99982147117
[790988],-168266.99973972677
[790988],-174959.99963403502
[790988],-295666.9999865895
[790988],-205199.99956410172
[790988],-204026.9996486162
[790988],-264159.9999027132
[790988],-229559.99960948003
[790988],-201266.9999746418
[790988],-215239.9997335495
[790988],-268772.99988469854
[790988],-269359.99948154326
[790988],-237092.99941037325
[790988],-188799.9993962668
[790988],-173492.9995350391
[790988],-175532.99967570862
[790988],-290199.99985449057
[790988],-185572.99986503946
[790988],-169106.99981723315
[790988],-211199.9995165069
[790988],-197292.99935788612
[790988],-214839.99966066348
[812877],-257372.99997416194
[812877],-320399.999741228
[761064],-338199.9996173002
[376888],-147506.99937650154
[61938],-176239.9996729224
[61938],-190132.99944749757
[61938],-263226.99948372634
[61938],-192252.9995606198
[61938],-388079.9996161724
[61938],-248359.99931589913
[61938],-241532.99956812762
[61938],-228866.99967715933
[61938],-190106.99957757123
[61938],-310959.999359563
[61938],-280652.999499246
[61938],-176039.99960285603
[61938],-269852.9997115126
[61938],-194906.9994610931
[61938],-307132.9996318667
[61938],-240546.99957852022
[61938],-219026.99956751693
[61938],-310332.9998556796
[61938],-231386.99921028773
[61938],-196132.99970037167
[61938],-253026.99959891516
[61938],-224186.99969731836
[61938],-290852.99951587874
[61938],-420399.9996915314
[61938],-224346.9993625217
[61938],-192066.99957163644
[61938],-308119.99953842035
[61938],-216199.99953413178
[61938],-206172.99951861857
[61938],-227799.999553032
[61938],-438226.99971579405
[61938],-268272.999553377
[61938],-242639.99952150305
[61938],-210546.99969264917
[61938],-308119.9998915329
[61938],-221399.99954096397
[61938],-270999.99986141437
[61938],-289586.99995914695
[61938],-383972.99992411444
[61938],-251439.9996957635
[61938],-246639.99987042046
[61938],-322172.9994704204
[61938],-318852.9998299256
[61938],-222772.9998032578
[61938],-263919.99959195167
[61938],-294266.99963827897
[61938],-271679.9996731445
[61938],-239146.99957461454
[61938],-280719.99981074693
[61938],-200372.9995285679
[61938],-222826.9993728685
[61938],-285692.9994191973
[61938],-277906.99954697327
[61938],-140932.99963956475
[61938],-231386.9995802673
[61938],-208692.99962706855
[61938],-399106.99939228175
[61938],-265972.99932561314
[61938],-198359.9997458992
[61938],-297972.9995929765
[61938],-286786.9995521324
[61938],-160546.99936908972
[61938],-321479.99974573555
[61938],-352079.9993556507
[61938],-248319.99977316335
[61938],-230146.99960836544
[61938],-430172.9996895221
[812239],-400839.99989280733
[812239],-208439.9997664273
[812239],-255144.99959566837
[812239],-275106.9997855638
"[152312, 655273]",-169850.99961112885
[152312],-207599.99940185063
[1839912],-305279.99945587484
[1839912],-209372.99988639596
[59537],-252359.99973282043
[59537],-262532.99964051915
[59537],-238199.99968136384
[59537],-473092.9993479826
[59537],-205599.9994283112
[59537],-198866.99950568983
[59537],-227039.99954380863
[59537],-226906.9995792793
[191070],-270426.99957344006
[191070],-238147.9999921918
[191070],-261799.9994321421
[191070],-240799.99993707592
[191070],-287359.99974896864
[191070],-293692.999754096
[191070],-231332.99949104097
[191070],-239799.9998191864
"[191699, 781837]",-203227.00002581012
"[191699, 781837]",-188079.99975421114
"[191699, 781837]",-181452.99999173768
"[191699, 639397]",-143892.99983308397
"[191699, 639397]",-143506.99943246788
"[191699, 639397]",-189826.99949609587
"[191699, 639397]",-112466.99989248524
"[191699, 639397]",-91906.99952150178
"[191699, 639397]",-202306.9995289869
"[191699, 639397]",-83612.99930023939
"[191699, 639397]",-212932.99983264742
"[191699, 639397]",-214932.99994947476
"[191699, 639397]",-116172.99988955591
"[191699, 652255, 639397]",-227132.99987635922
[191699],-184599.99979465574
[191699],-203266.99980369923
[191699],-171906.9998065044
[191699],-190132.99947966903
[191699],-159066.99979455073
[191699],-158959.99958404028
[191699],-101492.99984145038
[191699],-194466.99971001144
[191699],-210426.9996409923
[191699],-190732.9996824755
[191699],-251959.9995089969
[191699],-239999.9995581534
[191699],-214693.00005147056
[191699],-204599.99973603207
[191699],-215439.99992515676
[191699],-198172.99991525142
[191699],-161599.99976201326
[191699],-231266.99991142203
[191699],-260132.99972013352
[123904],-272106.9996156292
[123904],-190732.9991917978
[123904],-181092.9992456417
[123904],-150226.99962072066
[123904],-118826.9991719043
[123904],-146599.99953778638
[821252],-183026.99968536833
[820232],-199852.9995058706
[820232],-209572.9995210345
[371258],-260932.99953541456
[371258],-158199.99989725102
[137494],-117492.99918041263
[137494],-279492.99964479834
[137494],-103559.99950390268
[137494],-228359.99932882417
[137494],-118266.99956535702
[137494],-122332.99966248874
[137494],-177772.99934831413
[137494],-117266.99962380518
[137494],-151186.999587011
[137494],-128052.99978982474
[137494],-152199.99984059273
[137494],-147879.99976484003
[137494],-143666.99960168873
[137494],-126666.99980596783
[137494],-118466.99993920935
[137494],-163092.99966786167
[137494],-119986.99961731058
[137494],-132212.99978206423
[137494],-124906.99997843972
[137494],-100479.99978626469
[137494],-155626.99977404857
[137494],-143439.9997630011
[137494],-130292.9991811539
[137494],-166839.999536352
[137494],-105199.99983896322
[137494],-115332.99946017415
[137494],-150599.9997937016
[137494],-136239.99968969094
[137494],-143599.99996605644
[137494],-139319.9996708759
[137494],-152799.99976963198
[137494],-121212.99997904558
[856451],-204986.99965449044
[856451],-183106.9997342175
[856451],-223839.99958534216
[856451],-267066.9996372641
[856451],-225959.99967052572
[856451],-218932.99945943014
[856451],-282346.99928459624
[856451],-219372.99967778588
[856451],-218932.9996226132
[856451],-225839.9998005453
[856451],-268266.99975128565
[856451],-225959.99974305154
